element,image
14_59_11_0,27_46_10
14_59_12_0,27_46_11_0
14_59_12_1,27_46_11_1
14_59_13_1,27_46_12
14_59_14,27_46_13
14_59_16_0,27_46_15
14_59_17,27_46_16
14_59_18,27_46_17
14_59_19_0,27_46_18
14_59_20_0,27_46_19
14_60_6_0,27_47_5_1
14_60_7_0,27_47_6
14_60_8_0,27_47_7
14_60_9_2,27_47_8_0
14_60_11_0,27_47_10
14_60_14_0,27_47_13_1
14_60_15_1,27_47_14
14_60_16,27_47_15
14_60_17_0,27_47_16_1
14_60_17_1,27_47_16_0
14_60_18_0,27_47_17_0
14_60_18_1,27_47_17_1 + 27_47_17_0
14_60_19_0,27_47_18_0
14_60_19_1,27_47_18_1
14_61_5,27_48_4_1
14_61_6_0,27_48_5_0
14_61_6_1,27_48_5_1
14_61_7_0,27_48_6_1
14_61_7_1,27_48_6_0
14_61_8_0,27_48_7_1 + 27_48_7_0
14_61_8_1,27_48_7_0
14_61_9_0,27_48_8_1
14_61_9_1,27_48_8_0 + 27_48_8_1
14_61_10_0,27_48_9_1
14_61_10_1,27_48_9_0 + 27_48_9_1
14_61_10_4,27_48_9_2
14_61_11_0,27_48_10
14_61_13_0,27_48_12
14_61_16,27_48_15
14_61_17_0,27_48_16
14_61_18_0,27_48_17
14_62_5_0,27_49_4
14_62_6_0,27_49_5_1
14_62_6_1,27_49_5_0 + 27_49_5_1
14_62_6_2,27_49_5_2
14_62_7_0,27_49_6_1
14_62_7_1,27_49_6_0 + 27_49_6_1
14_62_8_0,27_49_7_0
14_62_8_1,27_49_7_1
14_62_9_0,27_49_8
14_62_10_0,27_49_9
14_62_12_0,27_49_11
14_62_15_1,27_49_14
14_62_16_0,27_49_15
14_63_5,27_50_4
14_63_7_0,27_50_6_0
14_63_7_3,27_50_6_1
14_63_12_1,27_50_11
14_63_13,27_50_12
14_63_14_0,27_50_13_0
14_63_14_1,27_50_13_1
14_63_15_1,27_50_14
14_64_7_0,27_51_6
14_64_8_0,27_51_7_1
14_64_8_1,27_51_7_0
14_64_9_1,27_51_8_0
14_64_9_2,27_51_8_1
14_64_10_1,27_51_9_0
14_64_11,27_51_10
14_64_13_0,27_51_12_0
14_64_13_1,27_51_12_1
14_64_14_1,27_51_13
14_65_5_0,27_52_4
14_65_6_2,27_52_5_0
14_65_6_3,27_52_5_1
14_65_7_1,27_52_6_0
14_65_7_2,27_52_6_1
14_65_8_0,27_52_7_0
14_65_8_2,27_52_7_1 + 27_52_7_0
14_65_9_1,27_52_8_0
14_65_9_2,27_52_8_1
14_65_10_0,27_52_9
14_65_12_0,27_52_11
14_66_5,27_53_4
14_66_6_0,27_53_5_1
14_66_6_1,27_53_5_2
14_66_7_0,27_53_6_1
14_66_7_2,27_53_6_0
14_66_8_1,27_53_7
14_66_10_2,27_53_9
14_66_12_0,27_53_11
14_66_13,27_53_12
14_67_9_0,27_54_8_0
14_67_9_2,27_54_8_1
14_67_10_0,27_54_9_1
14_67_10_1,27_54_9_0
14_67_11_0,27_54_10_1
14_67_11_1,27_54_10_0
14_67_11_3,27_54_10_2
14_67_12_0,27_54_11_2 + 27_54_11_1
14_67_12_1,27_54_11_0
14_68_6_0,27_55_5
14_68_7_2,27_55_6
14_68_8_3,27_55_7_0 + 27_55_7_1
14_68_9_1,27_55_8
14_68_10_0,27_55_9
14_69_10_0,27_56_9
14_70_9_0,27_57_8_0 + 27_57_8_2 + 27_57_8_1
14_70_9_1,27_57_8_1
14_70_9_2,27_57_8_2
14_71_6_0,27_58_5
14_71_8,27_58_7_1 + 27_58_7_0
14_72_5,27_59_4
14_72_7,27_59_6_0
14_73_6,27_60_5
15_15_2,29_1_1
15_16_3,29_2_2
15_17_4_0,29_3_3
15_22_3,29_8_2
15_23_4_0,29_9_3
15_23_5_0,29_9_4
15_24_7,29_10_6
15_25_8_0,29_11_7
15_29_6,29_15_5_0
15_30_3,29_16_2
15_30_7_0,29_16_6
15_31_4,29_17_3
15_31_8_0,29_17_7
15_31_9_0,29_17_8
15_31_10_1,29_17_9
15_32_5,29_18_4_1
15_32_6_0,29_18_5
15_32_11,29_18_10
15_33_4_1,29_19_3
15_33_12_0,29_19_11
15_35_6,29_21_5
15_36_5_1,29_22_4
15_37_5,29_23_4
15_37_10_0,29_23_9_0
15_38_6_0,29_24_5
15_38_11_0,29_24_10
15_39_12_0,29_25_11
15_39_13_0,29_25_12
15_40_10_0,29_26_9
15_40_15,29_26_14
15_41_16_0,29_27_15
15_43_10,29_29_9
15_45_4,29_31_3
15_45_6_0,29_31_5_0
15_45_14,29_31_13_0
15_46_5_1,29_32_4
15_46_7_1,29_32_6
15_46_10_0,29_32_9
15_46_15_0,29_32_14
15_47_4,29_33_3
15_47_6_0,29_33_5
15_47_8_0,29_33_7
15_47_16_0,29_33_15
15_47_17_0,29_33_16
15_47_18_1,29_33_17
15_48_5_0,29_34_4_1
15_48_7_1,29_34_6
15_48_14_0,29_34_13
15_48_19,29_34_18
15_49_6_1,29_35_5
15_49_10,29_35_9
15_49_20_0,29_35_19
15_50_5,29_36_4
15_50_7_1,29_36_6_1
15_51_8_0,29_37_7_1
15_51_14,29_37_13
15_52_7_0,29_38_6_1
15_52_10_0,29_38_9
15_53_4,29_39_3_1
15_53_6_0,29_39_5
15_53_8_1,29_39_7
15_53_18_0,29_39_17_0
15_54_5_0,29_40_4_2
15_54_5_1,29_40_4_0 + 29_40_4_2
15_54_6_0,29_40_5_2
15_54_7_0,29_40_6_0
15_54_11_0,29_40_10
15_54_14_0,29_40_13
15_54_19_0,29_40_18
15_55_6_1,29_41_5_0
15_55_6_3,29_41_5_1
15_55_8_1,29_41_7
15_55_12_0,29_41_11
15_55_20_0,29_41_19
15_55_21_0,29_41_20
15_56_9_0,29_42_8_1
15_56_18_0,29_42_17
15_56_23,29_42_22
15_57_14,29_43_13
15_59_6,29_45_5_1
15_59_18,29_45_17
15_60_7_1,29_46_6_1
15_60_9_1,29_46_8_1
15_61_6_0,29_47_5_0
15_61_7_3,29_47_6
15_61_8_0,29_47_7
15_61_9_0,29_47_8_0
15_61_9_2,29_47_8_1
15_62_5_0,29_48_4_0 + 29_48_4_1
15_62_5_2,29_48_4_2
15_62_7_0,29_48_6_0
15_62_8_2,29_48_7_2 + 29_48_7_1
15_62_10_0,29_48_9_1
15_62_10_1,29_48_9_2
15_62_15_0,29_48_14
15_63_6_1,29_49_5_1
15_63_7_1,29_49_6_2
15_63_16_0,29_49_15
15_64_5_1,29_50_4
15_64_7_2,29_50_6
15_65_10_0,29_51_9_1
15_66_7_1,29_52_6_1
15_66_9_1,29_52_8_1
15_67_6_1,29_53_5_2
15_67_7_1,29_53_6_0
15_67_8_1,29_53_7_0
15_67_8_2,29_53_7_1
15_68_5_0,29_54_4
15_68_11_0,29_54_10_1
15_69_6_0,29_55_5
15_69_7_0,29_55_6
15_69_8_0,29_55_7_1
15_69_8_3,29_55_7_0 + 29_55_7_1
16_15_1,31_0_0
16_15_2_1,31_0_1
16_15_3_1,31_0_2
16_15_4_1,31_0_3
16_15_5_2,31_0_4
16_15_6_1,31_0_5
16_15_7_1,31_0_6
16_15_8_1,31_0_7
16_15_9,31_0_8
16_15_10,31_0_9
16_15_11,31_0_10
16_15_12,31_0_11
16_15_13,31_0_12
16_15_14,31_0_13
16_15_15,31_0_14
16_15_16,31_0_15
16_15_17,31_0_16
16_15_18,31_0_17
16_15_19,31_0_18
16_15_20,31_0_19
16_15_21,31_0_20
16_15_22,31_0_21
16_15_23,31_0_22
16_15_24,31_0_23
16_15_25,31_0_24
16_15_26,31_0_25
16_15_27,31_0_26
16_16_2_0,31_1_1
16_17_3_0,31_2_2
16_18_2_0,31_3_1
16_18_3_0,31_3_2
16_18_4_0,31_3_3
16_21_3_0,31_6_2
16_22_2,31_7_1
16_22_3_0,31_7_2
16_22_4_0,31_7_3
16_22_5_0,31_7_4
16_23_3_0,31_8_2
16_23_4_1,31_8_3
16_24_4_0,31_9_3
16_24_5_1,31_9_4
16_24_6_1,31_9_5
16_25_7,31_10_6
16_26_6_0,31_11_5
16_26_7_0,31_11_6
16_26_8_0,31_11_7
16_29_3,31_14_2
16_29_4_0,31_14_3
16_29_5_1,31_14_4
16_29_6_0,31_14_5
16_29_7_0,31_14_6
16_30_2,31_15_1
16_30_3_0,31_15_2
16_30_4_0,31_15_3
16_30_5_0,31_15_4
16_30_6_0,31_15_5_1 + 31_15_5_0
16_30_6_1,31_15_5_0
16_30_7_1,31_15_6
16_30_8_0,31_15_7
16_30_9_0,31_15_8
16_31_3_0,31_16_2
16_31_7,31_16_6
16_31_8_1,31_16_7
16_32_4_0,31_17_3
16_32_5_1,31_17_4
16_32_6_0,31_17_5
16_32_7_0,31_17_6
16_32_8_0,31_17_7
16_32_9_1,31_17_8
16_32_10_1,31_17_9
16_33_3,31_18_2
16_33_4_0,31_18_3
16_33_5_0,31_18_4_1
16_33_5_2,31_18_4_0
16_33_6_0,31_18_5
16_33_11,31_18_10
16_34_4_1,31_19_3
16_34_10_0,31_19_9
16_34_11_0,31_19_10
16_34_12_0,31_19_11
16_35_5_1,31_20_4
16_35_6_0,31_20_5
16_35_7_0,31_20_6
16_36_4,31_21_3
16_36_6_0,31_21_5
16_37_5_0,31_22_4
16_37_9_0,31_22_8
16_37_10_0,31_22_9
16_37_11_0,31_22_10
16_38_5,31_23_4
16_38_6_2,31_23_5
16_38_7_0,31_23_6
16_38_8_1,31_23_7
16_38_9_0,31_23_8
16_38_10_0,31_23_9_1 + 31_23_9_0
16_38_10_1,31_23_9_0
16_38_11_1,31_23_10
16_38_12_0,31_23_11
16_38_13_0,31_23_12
16_39_6,31_24_5
16_39_11,31_24_10
16_39_12_1,31_24_11
16_40_9,31_25_8
16_40_10_0,31_25_9
16_40_11_0,31_25_10
16_40_12_0,31_25_11
16_40_13_1,31_25_12
16_40_14_1,31_25_13
16_41_7_0,31_26_6
16_41_8_1,31_26_7
16_41_9_0,31_26_8
16_41_10_0,31_26_9
16_41_15,31_26_14
16_42_14_0,31_27_13
16_42_15_0,31_27_14
16_42_16_0,31_27_15
16_43_9,31_28_8
16_43_10_0,31_28_9
16_43_11_0,31_28_10
16_44_8,31_29_7
16_44_9_0,31_29_8
16_44_10_0,31_29_9
16_45_3,31_30_2
16_45_4_0,31_30_3
16_45_5_0,31_30_4
16_45_6_0,31_30_5
16_45_7_0,31_30_6
16_45_8_0,31_30_7
16_45_9_0,31_30_8
16_45_10_0,31_30_9
16_45_11_0,31_30_10
16_45_12_0,31_30_11
16_45_13_1,31_30_12
16_45_14_0,31_30_13
16_45_15_0,31_30_14
16_46_3,31_31_2
16_46_4_0,31_31_3_1
16_46_4_1,31_31_3_0
16_46_5_1,31_31_4
16_46_6_0,31_31_5_1
16_46_6_1,31_31_5_0
16_46_7_1,31_31_6
16_46_8_0,31_31_7
16_46_9_0,31_31_8_1 + 31_31_8_0
16_46_9_1,31_31_8_0
16_46_10_0,31_31_9_0
16_46_10_1,31_31_9_1 + 31_31_9_0
16_46_11_0,31_31_10_0
16_46_11_1,31_31_10_1
16_46_12_1,31_31_11
16_46_13_0,31_31_12
16_46_14_0,31_31_13_1 + 31_31_13_0
16_46_14_1,31_31_13_0
16_46_15_1,31_31_14
16_46_16_0,31_31_15
16_46_17_0,31_31_16
16_47_3,31_32_2
16_47_4_1,31_32_3
16_47_5_0,31_32_4
16_47_7_1,31_32_6
16_47_8_1,31_32_7
16_47_9_0,31_32_8
16_47_10_0,31_32_9
16_47_15,31_32_14
16_47_16_1,31_32_15
16_48_4_0,31_33_3
16_48_5_1,31_33_4_0
16_48_5_2,31_33_4_1
16_48_6_0,31_33_5
16_48_8_0,31_33_7
16_48_13,31_33_12
16_48_14_0,31_33_13
16_48_15_0,31_33_14
16_48_16_0,31_33_15
16_48_17_1,31_33_16
16_48_18_1,31_33_17
16_49_3,31_34_2
16_49_4_0,31_34_3_1
16_49_4_1,31_34_3_0 + 31_34_3_1
16_49_5_0,31_34_4_1
16_49_5_1,31_34_4_0 + 31_34_4_1
16_49_6_1,31_34_5
16_49_7_0,31_34_6
16_49_9_1,31_34_8
16_49_10_0,31_34_9
16_49_11_0,31_34_10
16_49_12_1,31_34_11
16_49_13_0,31_34_12
16_49_14_0,31_34_13
16_49_19,31_34_18
16_50_4_1,31_35_3
16_50_6_0,31_35_5
16_50_8_1,31_35_7
16_50_9_0,31_35_8
16_50_10_0,31_35_9
16_50_18_0,31_35_17
16_50_19_0,31_35_18
16_50_20_0,31_35_19
16_51_7_1,31_36_6
16_51_13,31_36_12
16_51_14_0,31_36_13
16_51_15_0,31_36_14
16_52_4_0,31_37_3
16_52_5_1,31_37_4
16_52_6_1,31_37_5
16_52_7_0,31_37_6
16_52_8_0,31_37_7_1 + 31_37_7_0
16_52_8_1,31_37_7_0
16_52_9_1,31_37_8_1
16_52_9_2,31_37_8_0
16_52_10_1,31_37_9
16_52_11_0,31_37_10
16_52_12,31_37_11
16_52_13_0,31_37_12
16_52_14_0,31_37_13
16_53_3,31_38_2
16_53_4_0,31_38_3_1
16_53_4_1,31_38_3_0 + 31_38_3_1
16_53_5_0,31_38_4_3
16_53_5_1,31_38_4_0 + 31_38_4_1 + 31_38_4_3
16_53_5_3,31_38_4_1 + 31_38_4_3
16_53_5_5,31_38_4_2
16_53_6_1,31_38_5_1
16_53_6_2,31_38_5_0 + 31_38_5_1
16_53_7_1,31_38_6_0
16_53_7_2,31_38_6_1
16_53_7_4,31_38_6_2
16_53_8_1,31_38_7
16_53_9_0,31_38_8
16_53_10_0,31_38_9
16_53_17_0,31_38_16
16_53_18_0,31_38_17
16_53_19_0,31_38_18
16_54_4_0,31_39_3_1
16_54_4_1,31_39_3_0 + 31_39_3_1
16_54_5_2,31_39_4_0
16_54_5_3,31_39_4_1
16_54_6_1,31_39_5_0
16_54_6_2,31_39_5_1
16_54_8_0,31_39_7
16_54_10_0,31_39_9
16_54_13_0,31_39_12
16_54_14_0,31_39_13
16_54_15_0,31_39_14
16_54_16_1,31_39_15
16_54_17_0,31_39_16
16_54_18_0,31_39_17_1 + 31_39_17_0
16_54_18_1,31_39_17_0
16_54_19_1,31_39_18
16_54_20_0,31_39_19
16_54_21_0,31_39_20
16_55_5_0,31_40_4_2
16_55_5_1,31_40_4_0 + 31_40_4_2
16_55_5_3,31_40_4_1
16_55_6_0,31_40_5_1
16_55_6_3,31_40_5_0
16_55_6_4,31_40_5_2
16_55_7_0,31_40_6_1
16_55_7_2,31_40_6_0
16_55_7_4,31_40_6_2
16_55_8_2,31_40_7
16_55_9_1,31_40_8
16_55_11_0,31_40_10
16_55_12_1,31_40_11
16_55_13_0,31_40_12
16_55_14_0,31_40_13
16_55_19,31_40_18
16_55_20_1,31_40_19
16_56_4_1,31_41_3_0
16_56_4_2,31_41_3_1
16_56_5_0,31_41_4_1
16_56_5_1,31_41_4_0 + 31_41_4_1
16_56_6_0,31_41_5_1
16_56_6_1,31_41_5_0 + 31_41_5_1
16_56_8_0,31_41_7
16_56_9_1,31_41_8
16_56_11_0,31_41_10
16_56_12_0,31_41_11
16_56_17,31_41_16
16_56_18_0,31_41_17
16_56_19_0,31_41_18
16_56_20_0,31_41_19
16_56_21_1,31_41_20
16_56_22_1,31_41_21
16_57_7,31_42_6
16_57_8_0,31_42_7_1
16_57_8_1,31_42_7_0 + 31_42_7_1
16_57_9_0,31_42_8_1
16_57_9_1,31_42_8_0
16_57_10_1,31_42_9_0
16_57_10_2,31_42_9_1
16_57_13,31_42_12
16_57_14_0,31_42_13
16_57_15_0,31_42_14
16_57_16_1,31_42_15
16_57_17_0,31_42_16
16_57_18_0,31_42_17
16_58_12,31_43_11
16_58_13_0,31_43_12
16_58_14_0,31_43_13
16_59_5_1,31_44_4
16_59_6_0,31_44_5
16_59_7_0,31_44_6
16_59_11_0,31_44_10
16_59_17,31_44_16
16_59_18_0,31_44_17
16_59_19_0,31_44_18
16_60_4,31_45_3
16_60_5_0,31_45_4_1
16_60_5_1,31_45_4_0 + 31_45_4_1
16_60_6_0,31_45_5_0
16_60_6_1,31_45_5_1
16_60_6_3,31_45_5_2 + 31_45_5_1
16_60_7_1,31_45_6_1
16_60_7_2,31_45_6_0 + 31_45_6_1
16_60_8_0,31_45_7_1
16_60_8_1,31_45_7_0
16_60_9_1,31_45_8
16_60_10_0,31_45_9
16_60_13_0,31_45_12
16_60_16,31_45_15
16_60_17_0,31_45_16
16_60_18_0,31_45_17
16_61_4,31_46_3
16_61_5_0,31_46_4_1
16_61_5_1,31_46_4_0
16_61_6_1,31_46_5
16_61_7_0,31_46_6_0
16_61_7_2,31_46_6_1
16_61_8_1,31_46_7_1
16_61_8_2,31_46_7_0
16_61_8_3,31_46_7_2
16_61_9_1,31_46_8_0
16_61_9_2,31_46_8_1
16_61_10_1,31_46_9
16_61_11_0,31_46_10
16_61_12_0,31_46_11
16_61_15,31_46_14
16_61_16_0,31_46_15
16_61_17_0,31_46_16
16_61_18_0,31_46_17
16_62_4,31_47_3
16_62_5_1,31_47_4
16_62_6_1,31_47_5_0
16_62_6_2,31_47_5_1
16_62_7_0,31_47_6
16_62_8_1,31_47_7
16_62_9_1,31_47_8_0
16_62_9_2,31_47_8_1
16_62_9_3,31_47_8_2
16_62_10_2,31_47_9
16_62_11_0,31_47_10
16_62_14_0,31_47_13_0
16_62_14_1,31_47_13_1
16_62_15_1,31_47_14
16_62_16_0,31_47_15
16_62_17_0,31_47_16_1
16_62_17_1,31_47_16_0
16_63_5_0,31_48_4_0 + 31_48_4_1
16_63_5_1,31_48_4_1
16_63_5_2,31_48_4_2
16_63_6_3,31_48_5_0
16_63_6_4,31_48_5_1
16_63_7_0,31_48_6_1
16_63_7_1,31_48_6_0 + 31_48_6_1
16_63_8_0,31_48_7_2 + 31_48_7_1
16_63_8_1,31_48_7_0
16_63_8_3,31_48_7_1
16_63_9_0,31_48_8_1
16_63_9_2,31_48_8_0 + 31_48_8_1
16_63_10_0,31_48_9_1
16_63_10_1,31_48_9_0 + 31_48_9_1
16_63_10_3,31_48_9_2
16_63_11_1,31_48_10
16_63_12,31_48_11
16_63_13,31_48_12
16_63_15_0,31_48_14
16_63_16_1,31_48_15
16_64_4,31_49_3
16_64_5_0,31_49_4_1
16_64_5_1,31_49_4_0 + 31_49_4_1
16_64_6_0,31_49_5_1
16_64_6_1,31_49_5_0 + 31_49_5_1
16_64_6_5,31_49_5_2
16_64_7_0,31_49_6_2
16_64_7_2,31_49_6_0 + 31_49_6_2
16_64_7_3,31_49_6_1 + 31_49_6_0 + 31_49_6_2
16_64_8_1,31_49_7
16_64_12,31_49_11
16_64_13_1,31_49_12
16_64_15_0,31_49_14
16_65_5_1,31_50_4_0
16_65_5_2,31_50_4_1
16_65_6_2,31_50_5
16_65_7_1,31_50_6_0
16_65_7_2,31_50_6_1
16_65_11_0,31_50_10
16_65_12_1,31_50_11
16_65_13_0,31_50_12
16_65_14_0,31_50_13_0
16_65_14_1,31_50_13_1
16_66_6_1,31_51_5_0
16_66_6_2,31_51_5_1
16_66_7_0,31_51_6_1
16_66_7_2,31_51_6_0 + 31_51_6_1
16_66_8_0,31_51_7_1
16_66_8_1,31_51_7_0
16_66_9_1,31_51_8_0
16_66_9_2,31_51_8_1
16_66_10_1,31_51_9
16_66_13,31_51_12
16_67_5,31_52_4
16_67_6_1,31_52_5_0
16_67_6_3,31_52_5_1
16_67_6_4,31_52_5_2
16_67_7_2,31_52_6_1
16_67_7_3,31_52_6_0 + 31_52_6_1
16_67_8_2,31_52_7
16_67_9_0,31_52_8
16_67_12_0,31_52_11
16_68_4,31_53_3
16_68_5_0,31_53_4
16_68_6_0,31_53_5_1
16_68_6_2,31_53_5_0
16_68_6_3,31_53_5_2
16_68_7_1,31_53_6_1
16_68_7_3,31_53_6_0
16_68_8_2,31_53_7_0
16_68_8_3,31_53_7_1
16_68_10_1,31_53_9
16_68_11_1,31_53_10_0
16_68_11_2,31_53_10_1
16_69_5_0,31_54_4
16_69_6_1,31_54_5
16_69_7_1,31_54_6_0
16_69_7_3,31_54_6_1
16_69_7_4,31_54_6_2
16_69_8_2,31_54_7
16_69_9_0,31_54_8_0
16_69_9_2,31_54_8_1
16_69_10_0,31_54_9_1
16_69_10_1,31_54_9_0 + 31_54_9_1
16_70_6_0,31_55_5
16_70_7_1,31_55_6
16_70_8_1,31_55_7_0
16_70_8_2,31_55_7_2
16_70_8_3,31_55_7_1
17_31_9_1,33_15_8
17_46_6_1,33_30_5
17_47_17_1,33_31_16
17_53_11,33_37_10
17_54_10_2,33_38_9
17_61_5_2,33_45_4_1
17_64_10_1,33_48_9_2 + 33_48_9_1
18_17_2,35_0_1
18_17_3_1,35_0_2
18_17_4_1,35_0_3
18_17_5_1,35_0_4
18_17_6_1,35_0_5
18_17_7_1,35_0_6
18_17_8_1,35_0_7
18_17_9_1,35_0_8
18_17_10,35_0_9
18_17_11,35_0_10
18_17_12,35_0_11
18_17_13,35_0_12
18_17_14,35_0_13
18_17_15,35_0_14
18_17_16,35_0_15
18_17_17,35_0_16
18_17_18,35_0_17
18_17_19,35_0_18
18_17_20,35_0_19
18_17_21,35_0_20
18_17_22,35_0_21
18_17_23,35_0_22
18_17_24,35_0_23
18_17_25,35_0_24
18_17_26,35_0_25
18_17_27,35_0_26
18_20_3,35_3_2
18_20_4_0,35_3_3
18_24_3,35_7_2
18_24_4_0,35_7_3
18_24_5_0,35_7_4
18_26_5,35_9_4
18_28_6,35_11_5
18_28_7,35_11_6
18_28_8_0,35_11_7
18_31_4,35_14_3
18_31_6,35_14_5
18_31_7,35_14_6
18_32_3,35_15_2
18_32_4_0,35_15_3
18_32_5_0,35_15_4
18_32_6_0,35_15_5_1 + 35_15_5_0
18_32_7_1,35_15_6
18_32_8_0,35_15_7
18_32_9_0,35_15_8
18_34_6_0,35_17_5
18_34_7,35_17_6
18_34_8_0,35_17_7
18_34_9_0,35_17_8
18_35_4,35_18_3
18_35_5_0,35_18_4_1
18_35_6_0,35_18_5
18_36_10,35_19_9
18_36_11,35_19_10
18_36_12_0,35_19_11
18_37_6_0,35_20_5
18_37_7_0,35_20_6
18_38_4,35_21_3
18_39_10,35_22_9
18_39_11,35_22_10
18_40_6_1,35_23_5
18_40_7,35_23_6
18_40_8_0,35_23_7
18_40_9_0,35_23_8
18_40_10_0,35_23_9_1 + 35_23_9_0
18_40_11_1,35_23_10
18_40_12_0,35_23_11
18_40_13_0,35_23_12
18_41_6,35_24_5
18_42_10,35_25_9
18_42_11,35_25_10
18_42_12_0,35_25_11
18_42_13_0,35_25_12
18_43_7,35_26_6
18_43_8,35_26_7
18_43_9_0,35_26_8
18_43_10_0,35_26_9
18_44_14,35_27_13
18_44_15,35_27_14
18_44_16_0,35_27_15
18_45_10_0,35_28_9
18_45_11_0,35_28_10
18_46_8_0,35_29_7
18_46_9_0,35_29_8
18_46_10_0,35_29_9
18_47_4,35_30_3
18_47_5_0,35_30_4
18_47_6_0,35_30_5
18_47_8_0,35_30_7
18_47_9_0,35_30_8
18_47_10_0,35_30_9
18_47_11,35_30_10
18_47_12,35_30_11
18_47_14,35_30_13
18_47_15,35_30_14
18_48_3,35_31_2
18_48_4_0,35_31_3_1
18_48_4_1,35_31_3_0
18_48_5_0,35_31_4
18_48_6_0,35_31_5_1
18_48_7_1,35_31_6
18_48_8_0,35_31_7
18_48_9_0,35_31_8_1 + 35_31_8_0
18_48_10_0,35_31_9_0
18_48_10_1,35_31_9_1 + 35_31_9_0
18_48_11_0,35_31_10_0
18_48_11_1,35_31_10_1
18_48_12_0,35_31_11
18_48_13_0,35_31_12
18_48_14_0,35_31_13_1 + 35_31_13_0
18_48_15_1,35_31_14
18_48_16_0,35_31_15
18_48_17_0,35_31_16
18_49_8_1,35_32_7
18_49_9_0,35_32_8
18_49_10_0,35_32_9
18_50_5,35_33_4
18_50_6_0,35_33_5
18_50_14,35_33_13
18_50_15,35_33_14
18_50_16_0,35_33_15
18_50_17_0,35_33_16
18_51_4,35_34_3
18_51_5_0,35_34_4
18_51_10,35_34_9
18_51_11,35_34_10
18_51_12_0,35_34_11
18_51_13_0,35_34_12
18_51_14_0,35_34_13
18_52_9_0,35_35_8
18_52_10_0,35_35_9
18_52_18,35_35_17
18_52_19,35_35_18
18_52_20_0,35_35_19
18_53_4_0,35_36_3
18_53_14_0,35_36_13
18_53_15_0,35_36_14
18_54_5_1,35_37_4
18_54_7_0,35_37_6
18_54_8_0,35_37_7_1 + 35_37_7_0
18_54_9_0,35_37_8_1
18_54_10_1,35_37_9
18_54_11_0,35_37_10
18_54_12_0,35_37_11
18_54_13_0,35_37_12
18_54_14_0,35_37_13
18_55_4_0,35_38_3_1
18_55_4_1,35_38_3_0 + 35_38_3_1
18_55_5_0,35_38_4_2
18_55_5_1,35_38_4_0 + 35_38_4_2
18_55_6_1,35_38_5_1
18_55_6_2,35_38_5_0 + 35_38_5_1
18_55_7_2,35_38_6_0
18_55_8,35_38_7
18_55_9_0,35_38_8
18_55_10,35_38_9
18_55_18,35_38_17
18_55_19,35_38_18
18_56_14,35_39_13
18_56_15,35_39_14
18_56_16_0,35_39_15
18_56_17_0,35_39_16
18_56_18_0,35_39_17_1 + 35_39_17_0
18_56_19_1,35_39_18
18_56_20_0,35_39_19
18_56_21_0,35_39_20
18_57_6_0,35_40_5_0
18_57_6_1,35_40_5_1
18_57_7_0,35_40_6_0
18_57_12_0,35_40_11
18_57_13_0,35_40_12
18_57_14_0,35_40_13
18_58_5,35_41_4
18_58_6_0,35_41_5
18_58_11,35_41_10
18_58_12_0,35_41_11
18_58_18,35_41_17
18_58_19,35_41_18
18_58_20_0,35_41_19
18_58_21_0,35_41_20
18_59_5_0,35_42_4
18_59_6_0,35_42_5
18_59_7_0,35_42_6_0
18_59_7_1,35_42_6_1
18_59_8_0,35_42_7
18_59_9,35_42_8
18_59_10_0,35_42_9
18_59_14,35_42_13
18_59_15,35_42_14
18_59_16_0,35_42_15
18_59_17_0,35_42_16
18_59_18_0,35_42_17
18_60_5,35_43_4
18_60_6_0,35_43_5
18_60_12_0,35_43_11
18_60_13_0,35_43_12
18_60_14_0,35_43_13
18_61_6_0,35_44_5
18_61_7_0,35_44_6_1
18_61_7_1,35_44_6_0
18_61_8_1,35_44_7
18_61_11_0,35_44_10
18_61_18_0,35_44_17
18_62_4,35_45_3_1
18_62_5_0,35_45_4_1
18_62_5_1,35_45_4_0 + 35_45_4_1
18_62_6_2,35_45_5_0
18_62_7_1,35_45_6_1
18_62_7_2,35_45_6_0 + 35_45_6_1
18_62_8_0,35_45_7_1
18_62_8_1,35_45_7_0
18_62_9_1,35_45_8
18_62_13_1,35_45_12
18_62_16_0,35_45_15
18_62_17_0,35_45_16
18_63_4,35_46_3
18_63_5_0,35_46_4
18_63_6_0,35_46_5
18_63_7_0,35_46_6_0
18_63_8_1,35_46_7_0
18_63_9_1,35_46_8_0
18_63_10_1,35_46_9
18_63_12,35_46_11
18_63_15_0,35_46_14
18_63_16_0,35_46_15
18_64_7_0,35_47_6
18_64_8_3,35_47_7
18_64_11,35_47_10
18_64_14_0,35_47_13_1
18_64_15_1,35_47_14
18_65_6_1,35_48_5_0
18_65_7_0,35_48_6_1
18_65_7_1,35_48_6_0 + 35_48_6_1
18_65_8_0,35_48_7_1 + 35_48_7_0
18_65_9_0,35_48_8
18_65_10_0,35_48_9_0
18_65_10_2,35_48_9_1
18_65_13_0,35_48_12
18_66_5,35_49_4
18_66_6_0,35_49_5_1
18_66_7_0,35_49_6
18_66_12_0,35_49_11
18_67_8_1,35_50_7
18_67_9_0,35_50_8
18_67_10_0,35_50_9
18_67_11_0,35_50_10_0
18_68_5_0,35_51_4
18_68_7_0,35_51_6_1
18_68_7_1,35_51_6_0 + 35_51_6_1
18_68_8_0,35_51_7
